0,1,2,3,4,5
0.55999327,0.8028973,0.53257674,0.5267057,0.74237096,0.6504452
0.58507246,0.824316,0.49483258,0.4945399,0.80184716,0.7036724
0.5324303,0.71901965,0.44463924,0.41559976,0.705774,0.66127336
0.43200982,0.5263431,0.39819857,0.32845294,0.48699185,0.5512732
0.3422761,0.32683876,0.36277345,0.28140962,0.25043112,0.43731278
0.31842017,0.20086317,0.3483428,0.30336723,0.10744165,0.3780178
0.38534445,0.18669476,0.3704587,0.39592823,0.11292577,0.39747235
0.53440005,0.27590775,0.43697128,0.5420491,0.26305616,0.48704293
0.72881913,0.43256268,0.5367136,0.70493394,0.51581544,0.61307335
0.89677924,0.5947931,0.62966937,0.8149718,0.7810735,0.71050215
0.9498127,0.68514913,0.6661074,0.7945245,0.92974675,0.7047293
0.8515315,0.6657007,0.636401,0.632162,0.8791003,0.5786756
0.64990157,0.567021,0.56842107,0.40456694,0.6595006,0.39407
0.43047762,0.45329827,0.48292187,0.21371694,0.38454106,0.23718446
0.26554948,0.38162795,0.3971437,0.12690085,0.17634371,0.16812074
0.1924697,0.37905756,0.3390701,0.16032849,0.10286516,0.20486262
0.21325015,0.44042155,0.32993796,0.2952711,0.17066164,0.33369586
0.3043731,0.53833663,0.37026015,0.49389678,0.35158548,0.52236354
0.41922563,0.6253364,0.4408197,0.6927337,0.5842925,0.71403384
0.49626613,0.6444078,0.51148623,0.8068549,0.768475,0.83132994
0.49794012,0.572261,0.5618933,0.78436196,0.8158453,0.82629395
0.44261616,0.4470879,0.590486,0.6536736,0.7186534,0.7224401
0.38228565,0.33778208,0.59747726,0.4929347,0.5471389,0.58614385
0.35687995,0.2940041,0.57825863,0.36844218,0.38986918,0.47161496
0.37527937,0.32300404,0.53438365,0.3077141,0.30244663,0.39896253
0.42489213,0.40039176,0.47426745,0.3078063,0.29728925,0.3636072
0.4846261,0.4906201,0.4072148,0.34956896,0.3568567,0.3502451
0.53086835,0.5582354,0.3449107,0.40516368,0.44366667,0.34110096
0.54698044,0.5782083,0.30624822,0.4484363,0.5112106,0.32644626
0.539109,0.55270356,0.31324422,0.47289288,0.5296577,0.31819174
0.5375808,0.5135315,0.37677923,0.49646538,0.5067237,0.34697807
0.5740468,0.49826473,0.48599252,0.5411926,0.47631845,0.4376785
0.6564049,0.52386063,0.60938877,0.61081314,0.47034195,0.5880648
0.7593975,0.57638013,0.7030922,0.6834219,0.5006743,0.76305664
0.8319008,0.6161947,0.7213616,0.71676797,0.5541442,0.9001435
0.82182664,0.5999509,0.6409919,0.67089224,0.59887415,0.9324589
0.70784813,0.5103532,0.48993233,0.5407352,0.6002411,0.8269304
0.5141561,0.37041584,0.33558038,0.36654624,0.5400461,0.6094899
0.30171704,0.23515029,0.23636502,0.21330619,0.4343064,0.35803285
0.14085753,0.16554256,0.2129641,0.13788494,0.3302313,0.16314033
0.07926987,0.19695802,0.26207533,0.16662948,0.27463475,0.08216533
0.13076936,0.3299498,0.3747271,0.29842865,0.29125452,0.12847768
0.27956372,0.53922826,0.5296889,0.511761,0.38285103,0.28549698
0.47269392,0.7656706,0.6721206,0.74743277,0.5247177,0.50156176
0.61996406,0.90787506,0.7205623,0.8960416,0.6542345,0.6837373
0.6533935,0.8828174,0.6440818,0.8646684,0.713497,0.7543607
0.58394074,0.70387936,0.50982517,0.67031413,0.6950626,0.7140485
0.47146076,0.45950258,0.40479183,0.41905552,0.6168348,0.61597824
0.37656498,0.24624877,0.3618513,0.2184068,0.5049748,0.51753217
0.33823478,0.12643634,0.36935833,0.12516837,0.39631578,0.45799902
0.36869353,0.11647552,0.40650752,0.14496784,0.3236623,0.45123872
0.45876646,0.19992785,0.45543423,0.25690112,0.30403516,0.4888707
0.58029664,0.34240937,0.49484137,0.4254511,0.33789513,0.54336965
0.68782943,0.49571547,0.5015513,0.5961024,0.40810376,0.5724801
0.73887604,0.60981953,0.47314313,0.706575,0.4864823,0.54297745
0.7253713,0.66116375,0.4441241,0.72476417,0.552497,0.46338278
0.67656356,0.6647769,0.45764104,0.6700308,0.6010119,0.3813124
0.62946856,0.6518373,0.5231196,0.58816504,0.63136595,0.34432915
0.6017806,0.6401802,0.6110931,0.5141057,0.6370276,0.3706446
0.58567315,0.6237346,0.6733803,0.45846087,0.60579926,0.4470332
0.5579618,0.58233607,0.66424376,0.41549146,0.5312769,0.53905284
0.49600905,0.49958518,0.56423885,0.37564093,0.4261715,0.6047424
0.3929463,0.37810746,0.40097514,0.33441794,0.32234964,0.6130029
0.2688356,0.24767001,0.2448958,0.2987462,0.25704572,0.5631714
0.168824,0.15899481,0.16991284,0.2894948,0.25657427,0.49132892
0.14052224,0.15819465,0.21016932,0.33205312,0.32596937,0.44988123
0.20770709,0.2623115,0.35490212,0.43985635,0.4513275,0.47469097
0.36048532,0.45647034,0.5645427,0.60225445,0.6058486,0.5653566
0.54850197,0.69017494,0.7640844,0.7694147,0.7362048,0.6748216
0.6853942,0.8715501,0.84364,0.8512222,0.7608973,0.71957433
